"Id","info1","info2"
965,"北京  |  3-4年经验  |  本科  |  招3人  |  11-01发布","职位描述:1、内容风险与审核相关平台的建设，推动公司所有业务的接入2、各业务审核策略与数据流统一与优化，支持千万级别内容的审核，保障内容安全3、toB平台的建设职位要求:1、热爱编程，扎实的编程能力，良好的数据结构和算法功底2、精通python、php、c++、java、golang中的至少一门语言3、责任心强，积极主动，有良好的沟通能力和团队合作能力4、有很好的产品意识，对业务流程有良好的抽象和总结能力"
966,"北京  |  2年经验  |  本科  |  招2人  |  11-01发布","职位描述:1、负责头条数据中心海量资产运维平台的开发与维护；2、提高系统运维工作的自动化，智能化。职位要求:1、掌握Web前/后端开发技术，熟练使用至少一种Web框架；2、精通python、php、c++、java、golang中的至少一门语言；3、了解数据库原理，熟练使用一种关系型数据库，了解no sql存储；4、有较强软件架构设计能力，有较强代码优化能力；5、了解系统运维工作；6、较好的产品意识和服务意识，愿意将产品效果做为工作最重要的驱动因素。"
967,"北京  |  3-4年经验  |  本科  |  招5人  |  11-01发布","职位描述:1、负责今日头条金融业务的后台业务研发；2、负责在线大流量高并发系统设计；3、主要实现语言为Python/Golang。职位要求:1、本科及以上学历，计算机、通信等相关专业；2、有扎实的编程能力，有优秀的设计和代码品味；3、深刻理解计算机原理，有良好的数据结构和算法基础；4、熟悉Mysql、Nosql、消息队列等常用WEB组件；5、有高并发服务设计和实现经验优先；6、有较好的产品意识优先；7、积极乐观，责任心强，工作认真细致，有良好的团队沟通和协作能力；8、热爱编程，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界***。"
968,"北京-朝阳区  |  2年经验  |  本科  |  招1人  |  11-01发布","Responsibilities:1.      Involve in CIM projects developing for MES or integration part.2.      Participate in the project requirement analysis, design the system frame and kernel module.3.      Take ownership of assigned activities to achieve high quality and quantity results, good relations with colleagues.Requirements:1.      Bachelor degree or above, Major in computer science2.      At least 2 years software develop experience in above area3.      Knowledge of CIM for semiconductor is preferable.4.      C++, scripting (Perl, Python, Ruby) background5.      Familiar with database, oracle.6.      Have working experience in cross-country projects and global manufacturing enterprise is preferable7.      Good communication skills in English"
969,"北京  |  无工作经验  |  本科  |  招若干人  |  11-01发布","
						岗位职责：从事将人工智能技术转化为实际应用产品，支持新的业务和新的商业模式;协助研究人员研发，特别欢迎有软硬件结合开发经验者应聘;将相关研究成果应用于软硬件开发中，制作产品原型，支持公司新业务领域开拓并反向促进研究。应聘条件：软件工程、计算机、电子工程、通信工程、自动化等相关专业，本科及以上学历技能经验1. 熟悉嵌入式系统相关技术开发；2. 熟悉硬件系统的开发和调试，有独立硬件调试能力，熟悉电子产品的开发和相关业务；3. 熟悉TCP/IP等网络通信协议，熟悉SOCKET编程优先；4. 熟悉python,  C/C++ 程序，了解基础计算机理论算法；5. 善于和他人合作，有责任心。公司邮箱：recruit@cienet.com.cn官方网站：www.cienet.com.cn招聘微博：http://weibo.com/cienet						
																		
						
						
					"
970,"北京  |  无工作经验  |  招若干人  |  11-01发布","
						Responsibilities:Participate in the project requirement analysis, design the system frame and kernel module.Take ownership of assigned activities to achieve high quality and quantity results.Requirements:Bachelor degree or above, Major in computer scienceAt least 2 years software develop experience in above areaKnowledge of CIM for semiconductorC/C++, scripting (Perl, Python, Ruby) backgroundFamiliar with database, oracleHave working experience in cross-country projects and global manufacturing enterprise is preferableGood communication skills in English公司邮箱：recruit@cienet.com.cn官方网站：www.cienet.com.cn招聘微博：http://weibo.com/cienet						
																		
						
						
					"
971,"北京  |  3-4年经验  |  硕士  |  招3人  |  11-01发布","职位描述:1、构建今日头条金融业务基础NLP算法平台；？2、对海量文本进行深度分析，抽取金融事件，情感分析，构建金融知识图谱；3、学习NLP领域的先进技术并开展相关研发工作。职位要求:1、计算机／数学／统计学／模式识别相关专业，硕士以上学历；2、熟悉NLP和机器学习的理论基础，2年以上NLP工作经验，有海量数据挖掘、知识图谱研发经验优先；3、具有优秀的编程能力，精通PHP/Python/Golang以及常用脚本语言；4、在文本分析、词性标注、新词发现、词义消歧等领域有丰富经验优先；5、责任心强，积极主动，有良好的沟通能力和团队合作能力；6、对金融财经领域有深入研究者优先。"
972,"北京  |  无工作经验  |  本科  |  招若干人  |  11-01发布","
						DescriptionIP OS organization is responsible for IPOS development together with U.S team. IPOS is a common component for IP and Broadband productsResponsible for development of IP and Broadband productsParticipate in requirement definition together with people from System teamResponsible for writing technical documents, e.g. Implementation proposal, Design specification, Test Specification, and etc.Responsible for coding, unit test, basic integration test of SW functionsIntegrate software with third party software modulesReview source code & documentsSolve product technical issuesEfficiently communicate with engineers from other teams in China and other countries  QualificationsM.Sc. or B.Sc in Computer Science or telecommunication engineering or related disciplineSolid C and C++ programming skillsDevelopment experience in IP domain, especially in OAM modules (Neconf/CLI/SNMP) relatedGood knowledge on L2 and L3 protocols in IP SWGood tool development, python is mandatoryIt’s plus for candidates to have working experiences in node “performance management” module development.Good Agile software development mindsetEffective technical communication skills in EnglishMust be self-motivated, good team player; be able to drive technical issues and obstacles independently;公司邮箱：recruit@cienet.com.cn官方网站：www.cienet.com.cn招聘微博：http://weibo.com/cienet						
																		
						
						
					"
973,"北京  |  3-4年经验  |  本科  |  招1人  |  11-01发布","职位描述:1、负责内容的分发，改善用户体验，提升用户获取资讯的效率；2、实时挖掘新闻热点，对新闻事件进行识别；3、深入理解业务数据，构建用户画像；4、优化召回和排序模型，并提供稳定的线上服务。职位要求:1、扎实的机器学习功底，深刻理解数据平滑、特征选择、Bayes、熵、优化方法、GLM、矩阵运算等，并融会贯通；2、熟悉协同过滤、矩阵分解、GBDT、LearningToRank、word2vec、CRF、LSTM等常见算法，并具有丰富的实战经验；3、熟悉多线程和多进程编程方式，深谙各种缓存和内存压缩技术；4、熟悉Python、Go、C++/Java中的一种，具备良好的编码习惯和算法基础；5、三年以上推荐/广告/搜索系统算法研发经验，对个性化推荐系统有深刻理解。"
974,"北京  |  2年经验  |  本科  |  招2人  |  11-01发布","职位描述:1、负责今日头条用户行为大数据的分析、建模和评估；2、负责abtest实验分析，用户满意度分析，探索新的量化指标，和相关工具的研发。职位要求:1、计算机，统计学，应用数学等相关专业本科及以上学历，一年以上互联网数据工作经验；2、精通python，R，SQL等的一种或多种，有大数据处理经验者优先；3、热爱数据分析工作、具有高度的数据敏感性与洞察力，高效的团队协作及沟通能力；4、喜欢挑战开放性问题，能综合运用计算机，统计学，心理学等知识，开创性解决问题。"
975,"北京-海淀区  |  无工作经验  |  硕士  |  招5人  |  11-01发布","请应聘者投递简历时，先阅读以下岗位要求，简历中需含照片、学历、工作经历、期望薪资。谢谢配合！【岗位职责】负责工业视觉检测应用领域中检测算法的设计与实现。【任职要求】1、硕士学历，计算机、图像处理、数学、自动化相关专业背景；2、熟悉深度学习的原理与主流架构以及有TensorFlow应用开发经历的优先；3、熟练掌握python，熟悉VC++开发环境；4、熟悉机器学习、图像处理的经典算法，熟悉Opencv或Halcon。薪酬福利：1.提供具有市场竞争力的薪酬水平。2.按照国家规定缴纳五险一金，组织年度体检。3.周末双休，享受带薪年假等国家规定的相应假期。有意向者请直接申请"
976,"北京  |  3-4年经验  |  本科  |  招2人  |  11-01发布","岗位职责1、负责系统的需求调研和需求分析，撰写相关技术文档；2、搭建系统开发环境，完成系统框架和核心代码的实现；3、负责公司项目服务端接口及后端业务系统开发；4、负责项目概要设计、详细设计、开发计划等的编制并实施；5、负责系统开发测试、部署和集成；6、负责解决开发过程中的技术问题；7、参与代码维护与备份；8、上级交办的其他工作。 任职资格1、计算机软件及相关专业统招本科以上学历，2年以上相关工作经验；2、精通java编程、设计模式和组件技术，熟悉关系型数据库，精通通讯协议和面向对象思想；具有丰富J2EE架构设计经验；有做工作流方面的经验，有workflow，jbpm，activity方面的相关经验。3、精通java、对于spring系列框架有深入理解、熟练使用hibernate、mybatis等持久化框架、 熟练使用一种以上rpc框架、对soa/微服务设计模式有一定理解、熟练使用maven，svn ；4、熟悉软件技术文档的编写；具备良好的文档编制习惯和代码书写规范；5、熟悉golang，python其中之一优先。6、对于比特币、以太坊等区块链相关技术有深入了解的优先；7、思路清晰，善于思考，能独立分析和解决问题；8、英语听、说、读、写能力强；9、责任心强，具备良好的团队合作精神和承受工作压力。"
977,"北京-朝阳区  |  5-7年经验  |  本科  |  招1人  |  11-01发布  |  计算机科学与技术 电子信息工程","【您的职责】 1.按照公司的产品研发路线，负责团队管理，带领技术部成员进行产品研发和项目支持工作； 2.负责公司技术框架和开发工具的搭建，设计技术解决方案； 3.优化产品开发流程，提高产品质量； 4.按任务要求，完成产品核心代码开发、编写及系统架构设计； 5.对团队成员进行业务和技术指导，及定期开展团队内业务和技术交流培训； 6.负责技术部的日常管理工作，需求评估，任务分配，风险管控，成员激励；【我们的要求】1.全日制大学本科及以上学历，计算机相关专业；2.年及以上工作经验，3年团队管理经验，有大型软件企业管理经验优先；3.有良好的代码书写和单元测试习惯；4. 精通C++、Python、.net等开发语言优先；5.  熟悉Oracle/SQLServer/MySQL等数据库开发；6.  熟练运用多种软件设计模式，对软件架构有一定了解；7.  具备良好的软件工程意识，熟悉软件开发流程，软件配置管理等工具的使用；8.  能独立完成各项交付任务，有很强的责任心和团队合作精神，有良好的合作技巧和沟通能力； 9.  有轨道交通、地铁系统、楼宇智能化系统或安保监控系统项目开发经验者优先考虑。1.合理优厚的薪金，更有赴新加坡总部工作学习的机会；2.企业的地位，我们是外商独资企业，总部位于花园城市新加坡，轨道交通控制行业的领导者，处于行业领先的地位，产品应用遍及亚洲6个国家及地区，如北京、新加坡、深圳、广州、台北、高雄、曼谷等地，现负责控制北京整体地铁线路的系统运营，当你成为我们的合作伙伴时，你会为自己的选择而自豪；3.优美舒适的办公环境，我们位于北四环的北京市轨道交通指挥中心，在宽松明朗的办公环境，工作、学习并提供免费的休闲零食、水果、咖啡等；4.丰富多彩的员工活动，员工聚餐、节日晚会、旅游活动、优秀员工表彰活动等；5.多元化培训课程，带薪岗前培训，在职个人提升计划及系统的内外部培训；6.开放的个人晋升空间，内部转职（横向发展）、纵向提升；7.完善的福利制度，我们提供五险一金、额外补充医疗、完整的个人发展计划、节日礼金、带薪年假、带薪病假及法定假期、团队建设、年度体检等；                                                                                                    8.专业的技术团队，在这里你可以无缝对接各个模块的同事，学习交流，在个人的职业素养提升上我们尽可能创造更多的条件。"
978,"北京  |  3-4年经验  |  本科  |  招1人  |  11-01发布  |  熟练","
						A. Responsibility1. Responsible for specific products of VMware and integrate existing APIs to the products to perform secondary development;2. Work closely with other team to familiar with the existing APIs;3. Perform product release/update/bug fix.B. Qualification 1. 5-8 years experiences on Java development, familiar with MVC;2. Good experience in Python, Shell/Perl/other script language is a plus;3. Familiar with the basic structure and common commands of Linux;4. Know about Git or other popular code management tools;5. BS/MS in computer science or related field;6. Good read & written English.C. Others联系邮箱:PTA_WX@pactera.com						
																		
						
						
					"
979,"北京  |  2年经验  |  本科  |  招10人  |  11-01发布  |  一般","
						A. Responsibility此项目是一个人机交互系统的项目，主要是做数据的清洗、清理和构造，数据的类型包括文本和语音。B. Qualification 1、全日制本科毕业；2、熟练掌握perl/python等脚本语言，能在Linux下编写脚本处理数据；3、熟练使用Excel，PPT等办公软件，具备良好的数据分析能力和逻辑思维能力；4、具备较强的学习和沟通能力，能够快速融入团队，工作积极主动，能够承受一定工作压力。C. Others北京市朝阳区太阳宫中路12A号太阳宫大厦（地铁十号线太阳宫站C出口300米）联系邮箱:PTA_WX@pactera.com						
																		
						
						
					"
980,"北京  |  1年经验  |  本科  |  招5人  |  11-01发布  |  良好","
						A. Responsibility1、工作内容：测试环境的开发。测试平台，测试系统，测试工具的开发，包括软件和硬件，针对RBS基站；2、软件方面主要是控制的东西，控制设备，仪表，switch 开关，工业控制相关的；3、硬件方面主要是滤波器的设计，射频，放大器的设计，仪器仪表的设计；4、有比较好的射频的测试测量理论，射频信号的测试测量理论。B. Qualification 要求：1.HW/SW Design and/or Verification  Experience;2.Knowledge in wireless communication system;3.Basic radio/standard/protocol knowledge;4.Programming (Labview, Java, Perl, Python, Linux ) knowledge and skill is a plus（要求java比较好）;5.Familiar with Signal Generator, Signal Analyzer, Network Analyzer.C. Others联系邮箱:PTA_BJ@pactera.com						
																		
						
						
					"
981,"北京-朝阳区  |  2年经验  |  大专  |  招1人  |  11-01发布  |  软件工程 计算机信息管理","【您的职责】【我们的要求】                    【我们的优势】1.合理优厚的薪金，更有赴新加坡总部工作学习的机会；2.企业的地位，我们是外商独资企业，总部位于花园城市新加坡，轨道交通控制行业的领导者，处于行业领先的地位，产品应用遍3.及亚洲6个国家及地区，如北京、新加坡、广州、台北、高雄、曼谷等地，现负责控制北京整体18条地铁线路的系统运营，当你成为我们的合作伙伴时，你会为自己的选择而自豪；3.优美舒适的办公环境，我们位于北四环的北京市交通轨道指挥中心，在宽松明朗的办公环境，工作、学习并提供免费的休闲零食、水果、咖啡等；4.丰富多彩的员工活动，员工聚餐、节日晚会、旅游活动、优秀员工表彰活动等；5.多元化培训课程，带薪岗前培训，在职个人提升计划及系统的内外部培训；6.开放的个人晋升空间，内部转职（横向发展）、纵向提升；7.完善的福利制度，我们提供养老保险、医疗保险、生育保险、工伤保险、失业保险、补充医疗保险、住房公积金等、完整的个人发展计划，节日礼金、带薪年假、带薪病假及法定假期、团队建设、年度体检等；8.专业的技术团队，在这里你可以无缝对接各个模块的同事，学习交流，在个人的职业素养提升上我们尽可能创造更多的条件。"
982,"北京-海淀区  |  无工作经验  |  硕士  |  招2人  |  11-01发布","请应聘者投递简历时，先阅读以下岗位要求，简历中需含照片、学历、工作经历、期望薪资。谢谢配合！【岗位职责】1、深度学习技术在工业外观检测领域内的深耕；2、结合工业外观检测应用进行学习算法设计和开发，参与算法需求分析、设计和执行等。【任职要求】1、硕士及以上学历，计算机、图像处理、数学、自动化相关专业背景；2、 擅长图像处理算法，对机器学习在工业外观检测应用有浓厚兴趣；3、精通C/C++/Python等语言编程；4、精通机器学习技术，在系统中进行过相关实践，精通深度学习技术；5、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；                                    6、优秀的沟通能力和团队合作意识于团队合作，理解和适应变化，以结果和行动为准则，努力追求成功。薪酬福利：1.提供具有市场竞争力的薪酬水平。2.按照国家规定缴纳五险一金，组织年度体检。3.周末双休，享受带薪年假等国家规定的相应假期。有意向者请直接申请"
983,"北京-海淀区  |  2年经验  |  本科  |  招2人  |  11-01发布","请应聘者投递简历时，先阅读以下岗位要求，简历中需含照片、学历、工作经历、期望薪资。谢谢配合！【岗位职责】1、负责本公司算法部输出的图像处理算子的测试工作，包括海量大数据的测试，算子性能的测试；算子黑盒功能测试等等：2、负责制定图像处理算子测试的全流程，包括需求分析、制定测试方案、设计和执行测试用例，测试回归、进行缺陷跟踪和软件质量分析、输出测试报告等； 3、 通过研发的方式来保障和提升质量：测试流程和技术创新，及测试开发，努力提升研发的质量和效率。【任职要求】1、工科、计算机或其他相关专业本科以上学历； 2、熟悉C++编程语言，熟悉Opencv，有Python使用经验者优先； 3、至少2年以上软件开发、自动化测试工作经验； 4、有性能、安全、白盒测试等专业测试领域经验者优先； 5、熟悉Linux或Unix操作系统； 6、精通测试流程和测试用例设计方法,能主动进行技术钻研； 7、用技术手段解决复杂问题、编写测试工具和测试系统的能力；                                                 8、热爱测试工作，能积极主动推动问题解决；对人工智能感兴趣，有自己的思考和认知，善于团队合作，理解和适应变化，以结果和行动为准则，努力追求成功。薪酬福利：1.提供具有市场竞争力的薪酬水平。2.按照国家规定缴纳五险一金，组织年度体检。3.周末双休，享受带薪年假等国家规定的相应假期。有意向者请直接申请"
984,"北京  |  3-4年经验  |  本科  |  招3人  |  11-01发布","职位描述:1、参与今日头条新业务的测试工作；2、主要工作包括：组建团队、搭建测试平台与技术、控制产品质量。职位要求:1、计算机或者相关专业本科及以上学历，2年及以上产品测试团队管理经验；2、精通测试流程和测试方法，能把控整体项目进度和开发质量；3、能通过流程和技术手段对线上质量负责，包括线上的监控、和bug管理等；4、掌握Python/Golang/C++/PHP等至少一门编程或脚本语言；5、有大型项目的自动化测试、性能测试经验；有客户端测试经验；6、有从零开始组建测试团队经验者优先；7、有股票财经相关经验的优先。"
985,"北京  |  3-4年经验  |  本科  |  招5人  |  11-01发布","
						职位描述:1、负责今日头条相关产品Web/Wap/App的前端开发工作；2、负责各业务线监控管理平台的前端研发工作；3、其他前端需求的研发工作；职位要求:1、本科及以上学历，计算机、通信等相关专业；2、熟悉WEB前端技术，对符合WEB标准的网站重构有丰富经验,有成功作品；3、理解并掌握Javascript语言核心技术DOM、BOM、Ajax、JSON等，对Javascript框架应用（如jQuery/bootstrap等）有一定的经验；4、对CSS/Javascript性能优化、解决多浏览器兼容性问题有一定的经验；5、熟悉Python/Django优先；6、熟悉Node/Express优先；7、对用户体验、交互操作流程、及用户需求有一定了解；8、积极乐观，责任心强，工作认真细致，具备良好的服务意识，具有良好的团队沟通与协作能力；9、热爱前端技术，有较强的学习能力，有强烈的求知欲、好奇心和进取心 ，能及时关注和学习业界最新的前端技术。						
																		
						
						
					"
986,"北京  |  3-4年经验  |  硕士  |  招3人  |  11-01发布","职位描述:1、构建今日头条金融业务基础NLP算法平台；？2、对海量文本进行深度分析，抽取金融事件，情感分析，构建金融知识图谱；3、学习NLP领域的先进技术并开展相关研发工作。职位要求:1、计算机／数学／统计学／模式识别相关专业，硕士以上学历；2、熟悉NLP和机器学习的理论基础，2年以上NLP工作经验，有海量数据挖掘、知识图谱研发经验优先；3、具有优秀的编程能力，精通PHP／Python？Golang以及常用脚本语言；4、在文本分析、词性标注、新词发现、词义消歧等领域有丰富经验优先；5、责任心强，积极主动，有良好的沟通能力和团队合作能力；6、对金融财经领域有深入研究者优先。"
987,"北京  |  2年经验  |  本科  |  招8人  |  11-01发布","
						职位描述:1、负责今日头条相关产品Web/Wap/App的前端开发工作；2、负责各业务线监控管理平台的前端研发工作；3、其他前端需求的研发工作；职位要求:1、本科及以上学历，计算机、通信等相关专业；2、熟悉WEB前端技术，对符合WEB标准的网站重构有丰富经验,有成功作品；3、理解并掌握Javascript语言核心技术DOM、BOM、Ajax、JSON等，对Javascript框架应用（如jQuery/bootstrap等）有一定的经验；4、对CSS/Javascript性能优化、解决多浏览器兼容性问题有一定的经验；5、熟悉Python/Django优先；6、熟悉Node/Express优先；7、对用户体验、交互操作流程、及用户需求有一定了解；8、积极乐观，责任心强，工作认真细致，具备良好的服务意识，具有良好的团队沟通与协作能力；9、热爱前端技术，有较强的学习能力，有强烈的求知欲、好奇心和进取心 ，能及时关注和学习业界最新的前端技术。						
																		
						
						
					"
988,"北京  |  3-4年经验  |  本科  |  招1人  |  11-01发布","职位描述:1、客户征信数据、交易数据、行为数据的挖掘和分析；2、制定风险管理策略，建立信用评级和风险定价模型；3、建立高质量的信用评估模型，并不断完善和优化模型；4、简历交易风控和反欺诈数据分析架构体系；5、负责风险平台数据库的搭建和管理。职位要求:1、统招本科及以上学历，统计学、应用数学、物理、运筹学、计算机科学、金融工程等相关专业优先；2、2年以上相关工作经验，熟悉常用数据挖掘算法，拥有数据建模实践经验者优先；3、熟悉Mysql或Oracle等常用数据库，能够应用R／Python／Java其中一种开发语言，熟悉SAS等数据分析工具；4、良好的沟通表达能力，能接受加班，能承受较大压力。"
989,"北京  |  3-4年经验  |  本科  |  招1人  |  11-01发布","职位描述:1、负责内容的分发，改善用户体验，提升用户获取资讯的效率；2、实时挖掘新闻热点，对新闻事件进行识别；3、深入理解业务数据，构建用户画像；4、优化召回和排序模型，并提供稳定的线上服务。职位要求:1、扎实的机器学习功底，深刻理解数据平滑、特征选择、Bayes、熵、优化方法、GLM、矩阵运算等，并融会贯通；2、熟悉协同过滤、矩阵分解、GBDT、LearningToRank、word2vec、CRF、LSTM等常见算法，并具有丰富的实战经验；3、熟悉多线程和多进程编程方式，深谙各种缓存和内存压缩技术；4、熟悉Python、Go、C++/Java中的一种，具备良好的编码习惯和算法基础；5、三年以上推荐/广告/搜索系统算法研发经验，对个性化推荐系统有深刻理解。"
990,"北京  |  1年经验  |  本科  |  招2人  |  11-01发布","
						职位描述:为头条各服务提供坚实的运行时基础设施支撑，职责包括但不限于：1、根据业务特点，选型、设计和开发高容错能力的调度控制系统，提高自动化运维水平；2、优化改进超大规模集群上服务和批处理任务的调度能力，提高资源利用率，提高在复杂网络环境下服务的可用性；3、维护和开发服务发现系统，保证极高的可用性水平；4、保证metric系统的可用性，在高吞吐能力下保证较低的查询延迟；5、研发和改进在多类型负载混布环境下的资源隔离技术（CPU,内存，磁盘IO，网络IO等）。职位要求:1、熟悉以下至少一门语言：C/C++，Python, JAVA/Scala, Go；2、熟悉linux系统常用debug, profiling工具, 具有定位疑难BUG的能力；3、能够设计、实现高可靠、高性能的分布式系统；4、较强的自我驱动，发现问题、动手解决问题能力；5、对技术有强烈热情和好奇心，能快速学习新程序设计语言和工具；6、具有以下一项或多项经验者优先：mesos/YARN/kubernetes的二次开发经验；熟悉Linux 内核/SDN网络；LXC/Docker/rkt等容器引擎的研发经验；consul/etcd/zookeeper的运维和开发经验。						
																		
						
						
					"
991,"北京  |  无工作经验  |  本科  |  招若干人  |  11-01发布","
						Job description:Plan, develop and execute manual and automated system test for IP Operating System.Run Automated regression on a weekly or nightly basis and complete all triaging and publish the results for the same on a timely basis.Participate in defect analysis, defect slip and root cause evaluation, study the customer/product functionality impact, and suggest work around methods for the observed defect.Develop test scenarios and field deployment scenarios to validate products as per the requirements and quality standards. Requirements:Requires a Master or Bachelor degree or foreign equivalent in Electrical Engineering, Electronic Engineering, Computer Science or a related field and  five (5) years of experience performing various testing activities including functional, system, stress, performance, and scalability;Experience utilizing TCP /IP protocols;L2L3 Protocol testing;Knowledge of router/switch architecture;Excellent troubleshooting skills in triaging Software issues and  experience in QA testing methodologies.Having strong scripting experience in at least one of Perl,TCL or Python is a strong plus.公司邮箱：recruit@cienet.com.cn官方网站：www.cienet.com.cn招聘微博：http://weibo.com/cienet						
																		
						
						
					"
992,"北京  |  3-4年经验  |  本科  |  招2人  |  11-01发布","
						职位描述:1、负责头条广告变现核心业务模块标准化cube数据的开发建设；2、负责数据模型的设计，etl实施，etl性能优化，etl数据监控以及相关技术问题的解决；3、负责面向业务的olap，报表，数据提取等工作。职位要求:1、本科及以上学历，精通至少一门编程语言，如Java、Python；具有很强的开发与动手能力；2、深入理解常用的数据建模理论，可独立把控数据仓库的各层级设计；有数据挖掘，机器学习，推荐相关经验优先；3、二年以上etl开发经验，熟悉hive、hadoop、spark等大数据技术；4、对mysql，nosql数据库有一定的了解和使用经验；5、踏实，好学，较强的沟通能力，良好的团队协作精神，对海量数据处理与分析有热情。						
																		
						
						
					"
993,"北京  |  2年经验  |  本科  |  招3人  |  11-01发布","
						职位描述:1、NLP算法平台的设计与开发，服务产品、运营以及其它业务方应用NLP技术；2、通过平台解决文本分类、时效性检测、本地识别等基础问题，改进产品效果；职位要求:1、拥有强悍的编码能力，有扎实的数据结构和算法功底。2、熟悉Linux开发环境，熟悉Python/Java/C++语言。3、掌握自然语言处理、信息检索、深度学习理论，实现过相关算法或有相关应用；4、责任心强，积极主动，有良好的沟通能力和团队合作能力；5、具有深度学习(CNN/RNN)、聚类、Topic Model、序列标注等算法实际应用经验者优先。						
																		
						
						
					"
994,"北京  |  无工作经验  |  本科  |  招若干人  |  11-01发布","
						Responsibilities:1.Resolve escalations and TSRs (Technical Support Requests) from customers under SLA (Service Level Agreement)2.Fix defects reported by internal users3.Security monitoring and fixes4.Design and implement software components for Wind River Linux Operating System5.Integrate open source or independent software vendors' software components6.Design and implement use cases for various Linux components  Qualifications:1.BS or MS in Computer Science or related majors2.At least 3-4 years Linux platform working experience, including kernel, user space, and build systems3.Fast learner. Be able to work on multiple tasks in parallel4.Experience on C, python and  Shell programming5.Experience on autoconf and makefile6.Experience on git is required7.Good knowledge of RPM package management8.Deep understanding of processor architectures: ARM, PPC, MIPS, and X86, at least one of them.9.Good troubleshooting ability10.Good English communication skills in reading, writing and speaking11.A self-motivated person with high responsibility12.Knowledge and experience on Linux distributions (Ubuntu, Fedora, OpenSuse, etc.)13.Knowledge of Yocto is a big plus公司邮箱：recruit@cienet.com.cn官方网站：www.cienet.com.cn招聘微博：http://weibo.com/cienet						
																		
						
						
					"
995,"北京  |  2年经验  |  本科  |  招3人  |  11-01发布","
						职位描述:1、内容审核系统的设计与开发，支持海量数据处理、超过数千审核人员的使用；2.、通过机器学习算法（图像分类、文本分类）、信息检索方法提高审核效率，保证安全性；职位要求:1、拥有强悍的编码能力，有扎实的数据结构和算法功底。2、熟悉Linux开发环境，熟悉Python/Java/C++语言。3、掌握机器学习、信息检索算法，实现过相关算法或有相关应用；4、责任心强，积极主动，有良好的沟通能力和团队合作能力；5、具有图片鉴黄、广告识别、敏感内容识别相关算法经验者优先。						
																		
						
						
					"
996,"北京  |  2年经验  |  本科  |  招3人  |  11-01发布","
						职位描述:1、内容质量策略的设计与开发，解决诸如低俗、标题党、题文不符、谣言黑稿等问题；2、对用户反馈建模，快速定位问题与收集数据，实现解决方案，提升产品体验；3、同产品、运营与审核部门合作，把握质量标准，定期评估效果、改进内容生态；职位要求:1、拥有强悍的编码能力，扎实的数据结构和算法功底。2、熟悉Linux开发环境，熟悉Python/Java/C++语言。3、掌握自然语言处理、信息检索算法，实现过相关算法或有相关应用；4、责任心强，积极主动，有良好的沟通能力和团队合作能力；5、具有推荐系统或搜索引擎内容质量相关算法和业务策略经验者优先。						
																		
						
						
					"
997,"北京  |  2年经验  |  本科  |  招3人  |  11-01发布","
						职位描述:1、帮助基础的存储、计算系统建立测试机制，设计实现测试工具2、擅长抽象，针对具体场景具体问题，快速设计和实现较通用的解决方案3、方向分为：存储、计算、集群管理和可见性职位要求:1、熟悉任意一门语言: python/java/scala/go2、网络和操作系统基础扎实3、了解大数据业务场景4、较强的自我驱动，发现问题、动手解决问题能力						
																		
						
						
					"
998,"北京  |  2年经验  |  本科  |  招3人  |  11-01发布","
						职位描述:1、多语言内容处理Pipeline的设计与开发，实现关键词抽取、聚类、Topic等基础特征；2、频道机制的实现与效果提升，包括分类效果的优化，召回与排序效果的改进；职位要求:1、拥有强悍的编码能力，扎实的数据结构和算法功底。2、熟悉Linux开发环境，熟悉Python/Java/C++语言。3、掌握自然语言处理、信息检索理论，实现过相关算法或有相关应用；4、责任心强，积极主动，有良好的沟通能力和团队合作能力；5、具有多语言分词、文本聚类与分类等业务经验者优先。						
																		
						
						
					"
999,"北京  |  3-4年经验  |  本科  |  招1人  |  11-01发布","职位描述:1、负责内容的分发，改善用户体验，提升用户获取资讯的效率；2、实时挖掘新闻热点，对新闻事件进行识别；3、深入理解业务数据，构建用户画像；4、优化召回和排序模型，并提供稳定的线上服务。职位要求:1、扎实的机器学习功底，深刻理解数据平滑、特征选择、Bayes、熵、优化方法、GLM、矩阵运算等，并融会贯通；2、熟悉协同过滤、矩阵分解、GBDT、LearningToRank、word2vec、CRF、LSTM等常见算法，并具有丰富的实战经验；3、熟悉多线程和多进程编程方式，深谙各种缓存和内存压缩技术；4、熟悉Python、Go、C++/Java中的一种，具备良好的编码习惯和算法基础；5、三年以上推荐/广告/搜索系统算法研发经验，对个性化推荐系统有深刻理解。"
1000,"北京  |  2年经验  |  本科  |  招3人  |  11-01发布","
						职位描述:1、参与业界领先的数据存储系统，为海量数据及其上的大规模数据挖掘、数据分析、机器学习业务系统提供可靠、高效的支持2、深入了解业务需求，帮助存储技术支持关键业务场景职位要求:1、本科或以上学历，计算机相关专业2、熟悉 linux、网络和数据库；至少熟悉一门脚本语言，如 shell、python 或 perl3、有较强的学习能力，能够熟练阅读涉及产品和技术的英文文档4、有较好的沟通能力；有良好的团队合作精神						
																		
						
						
					"
